timestamp,park,ride,wait_time,is_open,temp_f,wind_speed_mph,rain_probability,weather_time
2025-08-20 21:08:31,Epic Universe,Bumper Cars,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Carousel,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Ferris Wheel,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Mad Mouse,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Minnesota River Valley Railroad - North Station,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Minnesota River Valley Railroad - South Station,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Monster,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,The Wave,0,False,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Thunder Canyon,65,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Wheel of Fortune,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Cosmic Coaster,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Flying Ace Balloon Race,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Kite Eating Tree,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Linus Launcher,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Linus' Beetle Bugs,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Lucy's Tugboat,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,PEANUTS 500,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,PEANUTS Playhouse,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,PEANUTS Road Rally,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Sally's Swing Set,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Snoopy vs. Red Baron,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Snoopy's Rocket Express,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Snoopy’s™ Deep Sea Divers,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Woodstock Whirlybirds,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Undertakers,0,False,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Antique Autos,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Delirious,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Flying Eagles,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,North Star,30,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Northern Lights,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Scrambler,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Steel Venom,40,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Tilter,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Corkscrew,30,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Excalibur,10,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,High Roller,10,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Power Tower - Space Shot,0,False,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Power Tower - Turbo Drop,0,False,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Renegade,50,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,SuperCat,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Wild Thing,20,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Xtreme Swing,25,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Barefoot Beach,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Breakers Bay Wave Pool,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Breakers Pipeline,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:31,Epic Universe,Breakers Plunge,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,DinoPlay,0,False,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,Jurassic World — The Ride,45,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,Revenge of the Mummy – The Ride,35,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,Despicable Me Minion Mayhem,10,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,The Secret Life of Pets: Off the Leash,30,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,Kung Fu Panda Adventure,10,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,The Simpsons Ride™,70,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,Mario Kart™: Bowser’s Challenge,65,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,Flight of the Hippogriff™,15,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,Harry Potter and the Forbidden Journey™,20,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,Ollivanders™,20,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,TRANSFORMERS™: The Ride-3D,55,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Islands of Adventure,Studio Tour,5,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Trolls Trollercoaster,25,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,E.T. Adventure™,25,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Despicable Me Minion Mayhem™,10,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Illumination Theater,0,False,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Illumination's Villain-Con Minion Blast,5,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Race Through New York Starring Jimmy Fallon™,15,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Revenge of the Mummy™,20,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Revenge of the Mummy™ Single Rider,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Hollywood Rip Ride Rockit™,0,False,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Hollywood Rip Ride Rockit™ Single Rider,0,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,TRANSFORMERS™: The Ride-3D,45,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Fast & Furious - Supercharged™,10,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Harry Potter and the Escape from Gringotts™,25,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Hogwarts™ Express - First Train,0,False,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Hogwarts™ Express - King's Cross Station,45,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Ollivanders™ Experience in Diagon Alley™,10,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,Kang & Kodos' Twirl 'n' Hurl,5,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,MEN IN BLACK™ Alien Attack!™,15,True,88.1,6.8,27,2025-08-20T21:00
2025-08-20 21:08:32,Universal Studios Florida,The Simpsons Ride™,25,True,88.1,6.8,27,2025-08-20T21:00
